open;high;low;close;volume;marketCap;timestamp
207.179785914;215.908468738;193.346429346;202.370350969;11833299571.97;22476471749.89;"2020-05-18T00:00:00.000Z"
201.982647752;244.045261307;200.26427483;230.975700856;12234904813.34;25675542328.54;"2020-05-25T00:00:00.000Z"
230.860252561;252.222002825;230.488045872;245.167259144;9544883157.42;27276459502.4;"2020-06-01T00:00:00.000Z"
245.178572826;249.888304723;229.64505836;234.114695213;7439385176.17;26069111857.06;"2020-06-08T00:00:00.000Z"
234.058302429;236.394304557;221.241757979;228.989820504;5600408177.54;25520273836.84;"2020-06-15T00:00:00.000Z"
229.003374761;248.508019638;219.472677862;225.347168434;6205925718.19;25135786985.52;"2020-06-22T00:00:00.000Z"
225.361436367;232.756119421;222.254997097;227.664598709;5292172428.83;25415950648.56;"2020-06-29T00:00:00.000Z"
227.685011543;248.308862752;227.029522771;242.131695235;6596394717.64;27054158345.93;"2020-07-06T00:00:00.000Z"
242.181866149;244.310516301;231.621168905;238.487523715;6251377304.56;26669691075.1;"2020-07-13T00:00:00.000Z"
238.49487642;316.386325685;234.85264297;309.643609292;12003973025.7;34656472192.79;"2020-07-20T00:00:00.000Z"
309.657923172;411.22831179;307.721358662;370.671711492;18909744275.06;41522323563.25;"2020-07-27T00:00:00.000Z"
371.133859143;406.303965292;367.935506263;391.120454943;9451065592.33;43850292041.3;"2020-08-03T00:00:00.000Z"
391.041493623;444.577754687;367.923607786;433.786609983;12168816874.5;48675162266.86;"2020-08-10T00:00:00.000Z"
433.973761033;442.734973852;382.814637548;391.384499842;8137303969.58;43954518396.19;"2020-08-17T00:00:00.000Z"
391.678986309;428.663960122;374.355391228;428.395717595;11211948040.29;48151884394.29;"2020-08-24T00:00:00.000Z"
428.5090174;487.211889983;316.774345734;353.362265679;27643678916.89;39751917522.78;"2020-08-31T00:00:00.000Z"
353.450244604;388.959797641;326.254370324;365.570005047;15005899191.1;41160025962.33;"2020-09-07T00:00:00.000Z"
365.699586133;393.901600481;356.682745906;371.052826188;12292195784.11;41812641074.34;"2020-09-14T00:00:00.000Z"
371.400157647;375.737030935;318.54509133;357.43849724;13598126926.22;40309981003.81;"2020-09-21T00:00:00.000Z"
357.92592143;369.26441153;336.46715072;352.5790067;10696959019.87;39794771395.67;"2020-09-28T00:00:00.000Z"
352.73681335;378.26715439;334.54556532;375.14204941;12584512533;42376475414.9;"2020-10-05T00:00:00.000Z"
374.79874473;395.12214851;362.59741817;378.21369795;11047103109.42;42761561163.71;"2020-10-12T00:00:00.000Z"
378.46963677;420.14165637;367.60106147;406.2177613;10890207469.02;45966378924.71;"2020-10-19T00:00:00.000Z"
406.21798565;411.2798721;375.09240681;396.35818693;10475146018.4;44888307221.41;"2020-10-26T00:00:00.000Z"
396.35599261;465.67547017;371.31273818;453.55478553;11292383601.23;51408911249.97;"2020-11-02T00:00:00.000Z"
453.57415606;475.21725299;435.16388611;447.55909533;10308617164.81;50771836456.39;"2020-11-09T00:00:00.000Z"
447.55898086;579.37247598;445.50163163;558.06809523;21967049601.05;63361036975.5;"2020-11-16T00:00:00.000Z"
558.05952521;621.17342049;485.49730724;575.75804789;15017517758.17;65424084296.29;"2020-11-23T00:00:00.000Z"
575.75708438;635.16058182;563.10664698;601.90899244;11290893016.09;68452719868.01;"2020-11-30T00:00:00.000Z"
601.79709521;602.91792689;532.99842827;589.6632225;9070377861.78;67115726662.03;"2020-12-07T00:00:00.000Z"
589.78248016;673.83423223;577.11843169;638.29084637;13375855441.56;72711065644.98;"2020-12-14T00:00:00.000Z"
638.31518077;711.39355522;560.36424195;682.6423591;26093552820.75;77828069141.05;"2020-12-21T00:00:00.000Z"
683.2058149;1006.56500197;683.2058149;975.50767291;45200463368.21;111309985610.91;"2020-12-28T00:00:00.000Z"
